name,arm,c_px,L_over_A,iou,abs_err_cd_mean,cd_ref,cd_pert,ler_ref,ler_pert,lwr_ref,lwr_pert
00000105,gaussian,3.0,0.02505401808093205,0.9264829559364035,0.028878348214291805,80.71456473214286,80.68568638392857,4.286377803771308,12.364996300230121,5.669922965509332,17.460767041463182
00000109,constant,1.0,0.02204303149555667,0.9785206267840926,1.6666666666666572,75.93473307291667,77.60139973958333,3.5062382639961522,3.5062382639961527,5.384098569721615,5.384098569721615
00000109,rademacher,1.0,0.02204303149555667,0.9761000608524001,0.1774088541666714,75.93473307291667,75.75732421875,3.5062382639961522,4.538651216438302,5.384098569721615,6.6761654160830375
00000109,gaussian,1.0,0.02204303149555667,0.9766290934072924,0.1435546875,75.93473307291667,75.79117838541667,3.5062382639961522,5.112086142289003,5.384098569721615,7.4440742511362075
00000109,constant,2.0,0.02204303149555667,0.9579465446190426,3.3333333333333286,75.93473307291667,79.26806640625,3.5062382639961522,3.506238263996153,5.384098569721615,5.384098569721615
00000109,rademacher,2.0,0.02204303149555667,0.9527778010787414,0.3082682291666714,75.93473307291667,75.62646484375,3.5062382639961522,6.577448866806699,5.384098569721615,9.295334574885809
00000109,gaussian,2.0,0.02204303149555667,0.9531417495117402,0.3313802083333428,75.93473307291667,75.60335286458333,3.5062382639961522,7.910900449616025,5.384098569721615,11.306785798685269
00000109,constant,3.0,0.02204303149555667,0.9382198152687813,5.0,75.93473307291667,80.93473307291667,3.5062382639961522,3.5062382639961527,5.384098569721615,5.384098569721615
00000109,rademacher,3.0,0.02204303149555667,0.9296887166804751,0.61279296875,75.93473307291667,75.32194010416667,3.5062382639961522,9.018583481590275,5.384098569721615,12.823563540991382
00000109,gaussian,3.0,0.02204303149555667,0.9298503307515873,0.6824544270833428,75.93473307291667,75.25227864583333,3.5062382639961522,11.341260329239335,5.384098569721615,15.918209448500257
00000113,constant,1.0,0.025495290678791815,0.9770169850464678,1.8571428571428612,79.04185267857143,80.89899553571429,3.376893023172162,3.3768930231721614,4.967524029201213,4.967524029201213
00000113,rademacher,1.0,0.025495290678791815,0.9758634044899127,0.0721261160714306,79.04185267857143,78.9697265625,3.376893023172162,4.493266703135523,4.967524029201213,6.401133945135453
00000113,gaussian,1.0,0.025495290678791815,0.9766564806363622,0.0604073660714306,79.04185267857143,78.9814453125,3.376893023172162,5.140763016166058,4.967524029201213,7.341405017721883
00000113,constant,2.0,0.025495290678791815,0.9550763338188488,3.714285714285708,79.04185267857143,82.75613839285714,3.376893023172162,3.3768930231721623,4.967524029201213,4.967524029201213
00000113,rademacher,2.0,0.025495290678791815,0.9522527246945823,0.189453125,79.04185267857143,78.85239955357143,3.376893023172162,6.711284692722858,4.967524029201213,9.624626685777288
00000113,gaussian,2.0,0.025495290678791815,0.9533221941155271,0.0373883928571388,79.04185267857143,79.00446428571429,3.376893023172162,8.003983862734723,4.967524029201213,11.52393815458754
00000113,constant,3.0,0.025495290678791815,0.9341040919898038,5.571428571428569,79.04185267857143,84.61328125,3.376893023172162,3.376893023172163,4.967524029201213,4.967524029201213
